Incident Year,Incident Month,Operator,State,FAA Region,Flight Phase,Aircraft Damage
2010,11,BUSINESS,IL,AGL,APPROACH,0
2010,11,COMMERCIAL,TX,ASW,TAKEOFF RUN,0
2010,11,COMMERCIAL,UT,ANM,DESCENT,0
2010,11,COMMERCIAL,MT,ANM,APPROACH,0
2010,11,COMMERCIAL,CO,ANM,APPROACH,0
2010,11,COMMERCIAL,LA,ASW,APPROACH,1
2010,11,COMMERCIAL,CO,ANM,LANDING ROLL,0
2010,11,COMMERCIAL,CO,ANM,APPROACH,0
2010,11,COMMERCIAL,IL,AGL,CLIMB,0
2010,11,GOVERNMENT,LA,ASW,TAKEOFF RUN,0
2010,11,COMMERCIAL,FL,ASO,TAKEOFF RUN,0
2010,11,COMMERCIAL,UT,ANM,APPROACH,1
2010,11,BUSINESS,MO,ACE,APPROACH,1
2010,11,COMMERCIAL,NY,AEA,APPROACH,0
2010,11,BUSINESS,AL,ASO,CLIMB,0
2010,11,COMMERCIAL,GA,ASO,TAKEOFF RUN,0
2010,11,COMMERCIAL,AL,ASO,APPROACH,0
2010,11,COMMERCIAL,TN,ASO,CLIMB,0
2010,11,COMMERCIAL,OR,ANM,APPROACH,0
2010,11,BUSINESS,FL,ASO,LANDING ROLL,0
2010,11,COMMERCIAL,TX,ASW,LANDING ROLL,1
2010,11,BUSINESS,PA,AEA,CLIMB,0
2010,11,COMMERCIAL,NE,ACE,APPROACH,1
2010,11,COMMERCIAL,FL,ASO,TAKEOFF RUN,0
2010,11,COMMERCIAL,CO,ANM,CLIMB,0
2010,11,COMMERCIAL,CA,AWP,CLIMB,1
2010,11,COMMERCIAL,AZ,AWP,CLIMB,0
2010,11,COMMERCIAL,TX,ASW,APPROACH,0
2010,11,COMMERCIAL,PA,AEA,APPROACH,0
2010,11,COMMERCIAL,IL,AGL,APPROACH,0
2010,11,COMMERCIAL,MN,AGL,CLIMB,1
2010,11,COMMERCIAL,CA,AWP,LANDING ROLL,0
2010,11,COMMERCIAL,MA,ANE,APPROACH,0
2010,11,COMMERCIAL,NJ,AEA,APPROACH,0
2010,11,COMMERCIAL,MN,AGL,CLIMB,1
2010,11,BUSINESS,AL,ASO,CLIMB,1
2010,11,COMMERCIAL,MA,ANE,TAKEOFF RUN,0
2010,11,COMMERCIAL,MA,ANE,LANDING ROLL,0
2010,11,SHIPPING,TN,ASO,APPROACH,0
2010,11,BUSINESS,KS,ACE,DESCENT,1
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,COMMERCIAL,MN,AGL,CLIMB,0
2010,11,COMMERCIAL,PA,AEA,CLIMB,0
2010,11,COMMERCIAL,OH,AGL,APPROACH,0
2010,11,COMMERCIAL,TX,ASW,APPROACH,0
2010,11,COMMERCIAL,NJ,AEA,APPROACH,0
2010,11,COMMERCIAL,IA,ACE,DESCENT,1
2010,11,BUSINESS,WA,ANM,APPROACH,0
2010,11,SHIPPING,IN,AGL,DESCENT,0
2010,11,COMMERCIAL,NJ,AEA,APPROACH,0
2010,11,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,11,COMMERCIAL,AZ,AWP,LANDING ROLL,0
2010,11,COMMERCIAL,TX,ASW,APPROACH,0
2010,11,SHIPPING,TN,ASO,CLIMB,0
2010,11,SHIPPING,TN,ASO,TAKEOFF RUN,0
2010,11,COMMERCIAL,MO,ACE,APPROACH,1
2010,11,COMMERCIAL,FL,ASO,TAKEOFF RUN,0
2010,11,COMMERCIAL,AZ,AWP,LANDING ROLL,0
2010,11,COMMERCIAL,MI,AGL,APPROACH,0
2010,11,COMMERCIAL,CA,AWP,LANDING ROLL,0
2010,11,BUSINESS,OR,ANM,APPROACH,1
2010,11,COMMERCIAL,FL,ASO,APPROACH,0
2010,11,COMMERCIAL,MO,ACE,APPROACH,0
2010,11,COMMERCIAL,CO,ANM,APPROACH,0
2010,11,COMMERCIAL,PA,AEA,CLIMB,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,COMMERCIAL,NC,ASO,APPROACH,0
2010,11,COMMERCIAL,SC,ASO,APPROACH,0
2010,11,COMMERCIAL,FL,ASO,APPROACH,0
2010,11,COMMERCIAL,WA,ANM,APPROACH,0
2010,11,COMMERCIAL,UT,ANM,APPROACH,0
2010,11,COMMERCIAL,TX,ASW,APPROACH,0
2010,11,COMMERCIAL,OH,AGL,APPROACH,0
2010,11,BUSINESS,NE,ACE,APPROACH,0
2010,11,COMMERCIAL,CT,ANE,LANDING ROLL,0
2010,11,COMMERCIAL,CT,ANE,LANDING ROLL,0
2010,11,COMMERCIAL,CO,ANM,CLIMB,1
2010,11,COMMERCIAL,IA,ACE,APPROACH,0
2010,11,COMMERCIAL,OH,AGL,LANDING ROLL,0
2010,11,COMMERCIAL,IL,AGL,TAKEOFF RUN,0
2010,11,COMMERCIAL,CO,ANM,APPROACH,0
2010,11,COMMERCIAL,HI,AWP,APPROACH,0
2010,11,COMMERCIAL,OK,ASW,LANDING ROLL,0
2010,11,GOVERNMENT,CA,AWP,LANDING ROLL,0
2010,11,COMMERCIAL,WV,AEA,LANDING ROLL,0
2010,11,SHIPPING,KY,ASO,DESCENT,0
2010,11,COMMERCIAL,FL,ASO,APPROACH,0
2010,11,COMMERCIAL,WI,AGL,APPROACH,0
2010,11,COMMERCIAL,TX,ASW,APPROACH,0
2010,11,BUSINESS,FL,ASO,TAKEOFF RUN,0
2010,11,COMMERCIAL,IL,AGL,CLIMB,0
2010,11,BUSINESS,IL,AGL,TAKEOFF RUN,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,BUSINESS,PA,AEA,APPROACH,0
2010,11,COMMERCIAL,UT,ANM,APPROACH,0
2010,11,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,11,SHIPPING,PA,AEA,APPROACH,0
2010,11,COMMERCIAL,PA,AEA,APPROACH,0
2010,11,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,11,COMMERCIAL,NJ,AEA,APPROACH,0
2010,11,COMMERCIAL,MO,ACE,LANDING ROLL,0
2010,11,COMMERCIAL,DC,AEA,APPROACH,0
2010,11,COMMERCIAL,FL,ASO,CLIMB,0
2010,11,COMMERCIAL,TX,ASW,APPROACH,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,BUSINESS,PA,AEA,LANDING ROLL,0
2010,11,COMMERCIAL,CO,ANM,APPROACH,1
2010,11,COMMERCIAL,TX,ASW,CLIMB,0
2010,11,SHIPPING,TN,ASO,APPROACH,0
2010,11,SHIPPING,IN,AGL,APPROACH,0
2010,11,COMMERCIAL,UT,ANM,CLIMB,0
2010,11,COMMERCIAL,DC,AEA,APPROACH,0
2010,11,SHIPPING,NC,ASO,APPROACH,0
2010,11,COMMERCIAL,PA,AEA,CLIMB,0
2010,11,COMMERCIAL,NY,AEA,APPROACH,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,COMMERCIAL,CA,AWP,TAKEOFF RUN,1
2010,11,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,11,COMMERCIAL,TX,ASW,APPROACH,0
2010,11,COMMERCIAL,MA,ANE,TAKEOFF RUN,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,COMMERCIAL,NC,ASO,LANDING ROLL,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,COMMERCIAL,CT,ANE,TAKEOFF RUN,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,1
2010,11,COMMERCIAL,MN,AGL,LANDING ROLL,0
2010,11,COMMERCIAL,LA,ASW,APPROACH,0
2010,11,COMMERCIAL,FL,ASO,APPROACH,0
2010,11,COMMERCIAL,NC,ASO,APPROACH,0
2010,11,COMMERCIAL,MO,ACE,APPROACH,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,COMMERCIAL,GA,ASO,APPROACH,0
2010,11,BUSINESS,FL,ASO,APPROACH,0
2010,11,COMMERCIAL,PA,AEA,APPROACH,0
2010,11,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,11,COMMERCIAL,GA,ASO,APPROACH,0
2010,11,COMMERCIAL,LA,ASW,TAKEOFF RUN,0
2010,11,COMMERCIAL,LA,ASW,TAKEOFF RUN,0
2010,11,BUSINESS,MO,ACE,APPROACH,0
2010,11,SHIPPING,IL,AGL,APPROACH,1
2010,11,COMMERCIAL,HI,AWP,APPROACH,1
2010,11,GOVERNMENT,MA,ANE,APPROACH,0
2010,11,BUSINESS,NY,AEA,CLIMB,0
2010,11,COMMERCIAL,CA,AWP,APPROACH,0
2010,11,COMMERCIAL,WI,AGL,APPROACH,0
2010,11,BUSINESS,NJ,AEA,CLIMB,0
2010,11,COMMERCIAL,CA,AWP,CLIMB,0
2010,11,COMMERCIAL,CO,ANM,TAKEOFF RUN,0
2010,11,COMMERCIAL,MA,ANE,APPROACH,0
2010,11,COMMERCIAL,TX,ASW,CLIMB,0
2010,11,COMMERCIAL,MA,ANE,CLIMB,0
2010,11,COMMERCIAL,ID,ANM,LANDING ROLL,0
2010,11,COMMERCIAL,TX,ASW,APPROACH,0
2010,12,COMMERCIAL,HI,AWP,LANDING ROLL,0
2010,12,COMMERCIAL,IA,ACE,APPROACH,1
2010,12,SHIPPING,KY,ASO,APPROACH,0
2010,12,COMMERCIAL,TX,ASW,APPROACH,0
2010,12,GOVERNMENT,AK,AAL,APPROACH,0
2010,12,COMMERCIAL,NY,AEA,APPROACH,0
2010,12,COMMERCIAL,OR,ANM,APPROACH,0
2010,12,COMMERCIAL,ME,ANE,CLIMB,0
2010,12,COMMERCIAL,TN,ASO,TAKEOFF RUN,0
2010,12,BUSINESS,NJ,AEA,TAKEOFF RUN,0
2010,12,COMMERCIAL,NY,AEA,TAKEOFF RUN,0
2010,12,COMMERCIAL,TX,ASW,TAKEOFF RUN,0
2010,12,BUSINESS,FL,ASO,TAKEOFF RUN,0
2010,12,COMMERCIAL,NC,ASO,LANDING ROLL,0
2010,12,BUSINESS,CT,ANE,APPROACH,0
2010,12,COMMERCIAL,FL,ASO,LANDING ROLL,1
2010,12,COMMERCIAL,TX,ASW,APPROACH,0
2010,12,COMMERCIAL,CO,ANM,LANDING ROLL,0
2010,12,COMMERCIAL,VA,AEA,APPROACH,0
2010,12,COMMERCIAL,TN,ASO,CLIMB,0
2010,12,BUSINESS,TN,ASO,APPROACH,0
2010,12,SHIPPING,NC,ASO,APPROACH,0
2010,12,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,12,SHIPPING,NC,ASO,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,NY,AEA,APPROACH,0
2010,12,SHIPPING,TN,ASO,TAKEOFF RUN,0
2010,12,SHIPPING,TN,ASO,TAKEOFF RUN,0
2010,12,BUSINESS,TX,ASW,TAKEOFF RUN,0
2010,12,COMMERCIAL,CA,AWP,CLIMB,0
2010,12,BUSINESS,IL,AGL,TAKEOFF RUN,1
2010,12,COMMERCIAL,TX,ASW,TAKEOFF RUN,0
2010,12,BUSINESS,OR,ANM,CLIMB,0
2010,12,BUSINESS,LA,ASW,CLIMB,0
2010,12,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,NY,AEA,APPROACH,0
2010,12,COMMERCIAL,AZ,AWP,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,CLIMB,0
2010,12,COMMERCIAL,TX,ASW,TAKEOFF RUN,0
2010,12,COMMERCIAL,OK,ASW,TAKEOFF RUN,0
2010,12,COMMERCIAL,HI,AWP,APPROACH,0
2010,12,PRIVATE,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,DC,AEA,APPROACH,0
2010,12,COMMERCIAL,TX,ASW,CLIMB,0
2010,12,COMMERCIAL,KY,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,MD,AEA,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,NC,ASO,APPROACH,0
2010,12,COMMERCIAL,TX,ASW,TAKEOFF RUN,0
2010,12,COMMERCIAL,TX,ASW,LANDING ROLL,0
2010,12,COMMERCIAL,OH,AGL,CLIMB,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,WA,ANM,TAKEOFF RUN,0
2010,12,COMMERCIAL,TN,ASO,APPROACH,0
2010,12,COMMERCIAL,GA,ASO,TAKEOFF RUN,0
2010,12,COMMERCIAL,FL,ASO,APPROACH,1
2010,12,COMMERCIAL,FL,ASO,CLIMB,1
2010,12,COMMERCIAL,CA,AWP,APPROACH,1
2010,12,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,MI,AGL,TAKEOFF RUN,0
2010,12,SHIPPING,CA,AWP,LANDING ROLL,0
2010,12,COMMERCIAL,DC,AEA,LANDING ROLL,0
2010,12,CARGO,HI,AWP,CLIMB,0
2010,12,COMMERCIAL,LA,ASW,APPROACH,1
2010,12,COMMERCIAL,AZ,AWP,CLIMB,0
2010,12,COMMERCIAL,WA,ANM,CLIMB,0
2010,12,COMMERCIAL,WA,ANM,APPROACH,0
2010,12,COMMERCIAL,CO,ANM,LANDING ROLL,0
2010,12,BUSINESS,WI,AGL,APPROACH,1
2010,12,COMMERCIAL,CO,ANM,LANDING ROLL,0
2010,12,COMMERCIAL,CA,AWP,CLIMB,1
2010,12,COMMERCIAL,MD,AEA,TAKEOFF RUN,0
2010,12,COMMERCIAL,FL,ASO,APPROACH,0
2010,12,COMMERCIAL,OH,AGL,LANDING ROLL,0
2010,12,COMMERCIAL,CO,ANM,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,DESCENT,0
2010,12,BUSINESS,FL,ASO,TAKEOFF RUN,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,HI,AWP,LANDING ROLL,0
2010,12,COMMERCIAL,UT,ANM,APPROACH,0
2010,12,COMMERCIAL,NC,ASO,CLIMB,0
2010,12,COMMERCIAL,FL,ASO,TAKEOFF RUN,0
2010,12,COMMERCIAL,VA,AEA,APPROACH,0
2010,12,COMMERCIAL,SC,ASO,TAKEOFF RUN,0
2010,12,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,FL,ASO,APPROACH,0
2010,12,COMMERCIAL,NY,AEA,LANDING ROLL,0
2010,12,COMMERCIAL,TX,ASW,LANDING ROLL,0
2010,12,COMMERCIAL,NY,AEA,TAKEOFF RUN,0
2010,12,COMMERCIAL,AZ,AWP,APPROACH,0
2010,12,SHIPPING,KY,ASO,APPROACH,0
2010,12,COMMERCIAL,MS,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,1
2010,12,COMMERCIAL,ND,AGL,LANDING ROLL,0
2010,12,COMMERCIAL,NY,AEA,DESCENT,1
2010,12,COMMERCIAL,FL,ASO,CLIMB,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,CLIMB,1
2010,12,SHIPPING,CA,AWP,LANDING ROLL,0
2010,12,GOVERNMENT,FL,ASO,CLIMB,0
2010,12,COMMERCIAL,TX,ASW,CLIMB,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,SHIPPING,GA,ASO,APPROACH,1
2010,12,COMMERCIAL,MO,ACE,TAKEOFF RUN,0
2010,12,COMMERCIAL,NY,AEA,TAKEOFF RUN,0
2010,12,COMMERCIAL,FL,ASO,CLIMB,0
2010,12,COMMERCIAL,TX,ASW,APPROACH,0
2010,12,COMMERCIAL,FL,ASO,APPROACH,0
2010,12,COMMERCIAL,LA,ASW,TAKEOFF RUN,0
2010,12,BUSINESS,TX,ASW,LOCAL,0
2010,12,COMMERCIAL,FL,ASO,APPROACH,1
2010,12,COMMERCIAL,NC,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,NY,AEA,TAKEOFF RUN,0
2010,12,COMMERCIAL,TX,ASW,APPROACH,0
2010,12,COMMERCIAL,HI,AWP,CLIMB,0
2010,12,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,12,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,12,COMMERCIAL,CO,ANM,LANDING ROLL,1
2010,12,BUSINESS,FL,ASO,LANDING ROLL,0
2010,12,BUSINESS,TX,ASW,LANDING ROLL,0
2010,12,BUSINESS,NJ,AEA,CLIMB,0
2010,12,COMMERCIAL,LA,ASW,LANDING ROLL,0
2010,12,SHIPPING,IN,AGL,APPROACH,0
2010,12,PRIVATE,LA,ASW,APPROACH,0
2010,12,BUSINESS,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,FL,ASO,CLIMB,0
2010,12,COMMERCIAL,TX,ASW,APPROACH,0
2010,12,COMMERCIAL,CO,ANM,LANDING ROLL,0
2010,12,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,12,COMMERCIAL,MA,ANE,CLIMB,0
2010,12,BUSINESS,CA,AWP,APPROACH,1
2010,12,COMMERCIAL,VA,AEA,APPROACH,0
2010,12,COMMERCIAL,IN,AGL,TAKEOFF RUN,0
2010,12,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,12,COMMERCIAL,PA,AEA,APPROACH,0
2010,12,COMMERCIAL,HI,AWP,LANDING ROLL,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,1
2010,12,BUSINESS,PA,AEA,CLIMB,1
2010,12,COMMERCIAL,FL,ASO,APPROACH,0
2010,12,COMMERCIAL,CO,ANM,LANDING ROLL,0
2010,12,COMMERCIAL,CO,ANM,APPROACH,0
2010,12,COMMERCIAL,FL,ASO,APPROACH,0
2010,12,COMMERCIAL,HI,AWP,LANDING ROLL,0
2010,12,COMMERCIAL,TX,ASW,TAKEOFF RUN,0
2010,12,COMMERCIAL,TX,ASW,LANDING ROLL,0
2010,12,COMMERCIAL,OH,AGL,TAKEOFF RUN,0
2010,12,COMMERCIAL,MO,ACE,APPROACH,1
2010,12,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,PRIVATE,TX,ASW,CLIMB,1
2010,12,COMMERCIAL,MI,AGL,LANDING ROLL,0
2010,12,COMMERCIAL,HI,AWP,LANDING ROLL,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,PA,AEA,CLIMB,1
2010,12,COMMERCIAL,FL,ASO,CLIMB,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,HI,AWP,TAKEOFF RUN,0
2010,12,COMMERCIAL,HI,AWP,LANDING ROLL,0
2010,12,SHIPPING,CA,AWP,CLIMB,0
2010,12,SHIPPING,TX,ASW,LANDING ROLL,0
2010,12,COMMERCIAL,VA,AEA,TAKEOFF RUN,0
2010,12,COMMERCIAL,NC,ASO,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,1
2010,12,COMMERCIAL,CA,AWP,APPROACH,1
2010,12,COMMERCIAL,LA,ASW,LANDING ROLL,0
2010,12,COMMERCIAL,CA,AWP,TAKEOFF RUN,0
2010,12,COMMERCIAL,LA,ASW,APPROACH,0
2010,12,BUSINESS,CA,AWP,TAKEOFF RUN,0
2010,12,SHIPPING,TN,ASO,APPROACH,0
2010,12,COMMERCIAL,AZ,AWP,TAKEOFF RUN,0
2010,12,BUSINESS,TX,ASW,TAKEOFF RUN,0
2010,12,SHIPPING,KY,ASO,DESCENT,0
2010,12,COMMERCIAL,CO,ANM,TAKEOFF RUN,0
2010,12,COMMERCIAL,WI,AGL,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,1
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,TX,ASW,TAKEOFF RUN,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,1
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,IL,AGL,APPROACH,1
2010,12,COMMERCIAL,FL,ASO,TAKEOFF RUN,0
2010,12,COMMERCIAL,NC,ASO,APPROACH,0
2010,12,COMMERCIAL,FL,ASO,CLIMB,0
2010,12,BUSINESS,CT,ANE,TAKEOFF RUN,0
2010,12,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,CA,AWP,CLIMB,1
2010,12,COMMERCIAL,WY,ANM,TAKEOFF RUN,1
2010,12,BUSINESS,MI,AGL,LOCAL,0
2010,12,COMMERCIAL,OR,ANM,LANDING ROLL,0
2010,12,BUSINESS,CO,ANM,LANDING ROLL,0
2010,12,COMMERCIAL,CT,ANE,CLIMB,0
2010,12,BUSINESS,FL,ASO,APPROACH,0
2010,12,COMMERCIAL,CO,ANM,LANDING ROLL,0
2010,12,COMMERCIAL,LA,ASW,CLIMB,0
2010,12,COMMERCIAL,MO,ACE,TAKEOFF RUN,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,GOVERNMENT,FL,ASO,LANDING ROLL,0
2010,12,BUSINESS,TX,ASW,LANDING ROLL,0
2010,12,COMMERCIAL,FL,ASO,LANDING ROLL,0
2010,12,COMMERCIAL,FL,ASO,CLIMB,1
2010,12,COMMERCIAL,LA,ASW,APPROACH,0
2010,12,COMMERCIAL,LA,ASW,LANDING ROLL,0
2010,12,COMMERCIAL,FL,ASO,CLIMB,0
2010,12,COMMERCIAL,NY,AEA,APPROACH,0
2010,12,COMMERCIAL,CT,ANE,CLIMB,0
2010,12,COMMERCIAL,UT,ANM,TAKEOFF RUN,0
2010,12,COMMERCIAL,CT,ANE,TAKEOFF RUN,0
2010,12,COMMERCIAL,CA,AWP,APPROACH,0
2010,12,COMMERCIAL,FL,ASO,APPROACH,1
2010,12,COMMERCIAL,KY,ASO,APPROACH,0
2010,12,COMMERCIAL,AZ,AWP,CLIMB,0
2010,12,COMMERCIAL,OR,ANM,APPROACH,0
2010,12,COMMERCIAL,CO,ANM,LANDING ROLL,0
2010,12,COMMERCIAL,TN,ASO,APPROACH,0
2010,12,COMMERCIAL,LA,ASW,LANDING ROLL,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,KS,ACE,CLIMB,0
2011,1,COMMERCIAL,KS,ACE,CLIMB,0
2011,1,COMMERCIAL,CO,ANM,APPROACH,0
2011,1,BUSINESS,UT,ANM,APPROACH,0
2011,1,COMMERCIAL,FL,ASO,TAKEOFF RUN,0
2011,1,COMMERCIAL,CO,ANM,CLIMB,0
2011,1,COMMERCIAL,FL,ASO,TAKEOFF RUN,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,AL,ASO,APPROACH,0
2011,1,COMMERCIAL,NM,ASW,LANDING ROLL,0
2011,1,COMMERCIAL,KY,ASO,APPROACH,0
2011,1,COMMERCIAL,LA,ASW,LANDING ROLL,0
2011,1,SHIPPING,IL,AGL,LANDING ROLL,0
2011,1,GOVERNMENT,AL,ASO,APPROACH,0
2011,1,COMMERCIAL,OR,ANM,TAKEOFF RUN,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,LA,ASW,APPROACH,0
2011,1,COMMERCIAL,FL,ASO,LANDING ROLL,0
2011,1,COMMERCIAL,AZ,AWP,APPROACH,0
2011,1,COMMERCIAL,FL,ASO,APPROACH,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,PA,AEA,CLIMB,0
2011,1,COMMERCIAL,TX,ASW,APPROACH,0
2011,1,COMMERCIAL,TX,ASW,CLIMB,0
2011,1,BUSINESS,RI,ANE,TAKEOFF RUN,0
2011,1,COMMERCIAL,NM,ASW,LANDING ROLL,0
2011,1,COMMERCIAL,WA,ANM,TAKEOFF RUN,1
2011,1,COMMERCIAL,OH,AGL,TAKEOFF RUN,0
2011,1,COMMERCIAL,PA,AEA,APPROACH,0
2011,1,BUSINESS,CA,AWP,TAKEOFF RUN,1
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,MI,AGL,TAKEOFF RUN,0
2011,1,COMMERCIAL,CA,AWP,CLIMB,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,FL,ASO,APPROACH,1
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,BUSINESS,TN,ASO,APPROACH,0
2011,1,BUSINESS,AR,ASW,CLIMB,1
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,LA,ASW,TAKEOFF RUN,0
2011,1,BUSINESS,TX,ASW,APPROACH,0
2011,1,COMMERCIAL,FL,ASO,CLIMB,0
2011,1,COMMERCIAL,CA,AWP,CLIMB,0
2011,1,COMMERCIAL,CT,ANE,TAKEOFF RUN,0
2011,1,COMMERCIAL,AZ,AWP,LANDING ROLL,0
2011,1,COMMERCIAL,AZ,AWP,LANDING ROLL,0
2011,1,COMMERCIAL,CO,ANM,LANDING ROLL,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,LA,ASW,TAKEOFF RUN,0
2011,1,COMMERCIAL,CA,AWP,CLIMB,1
2011,1,COMMERCIAL,MO,ACE,APPROACH,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,AK,AAL,APPROACH,0
2011,1,COMMERCIAL,FL,ASO,APPROACH,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,1
2011,1,COMMERCIAL,LA,ASW,TAKEOFF RUN,0
2011,1,COMMERCIAL,HI,AWP,DEPARTURE,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,PRIVATE,FL,ASO,APPROACH,1
2011,1,COMMERCIAL,AK,AAL,APPROACH,0
2011,1,COMMERCIAL,LA,ASW,TAKEOFF RUN,0
2011,1,GOVERNMENT,AK,AAL,TAKEOFF RUN,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,SHIPPING,LA,ASW,APPROACH,0
2011,1,SHIPPING,CA,AWP,CLIMB,1
2011,1,COMMERCIAL,FL,ASO,LANDING ROLL,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,1
2011,1,COMMERCIAL,CA,AWP,LANDING ROLL,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,FL,ASO,APPROACH,1
2011,1,COMMERCIAL,NY,AEA,LANDING ROLL,0
2011,1,COMMERCIAL,FL,ASO,APPROACH,0
2011,1,SHIPPING,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,CA,AWP,APPROACH,0
2011,1,COMMERCIAL,CO,ANM,TAKEOFF RUN,0
2011,1,COMMERCIAL,AZ,AWP,CLIMB,0
2011,1,COMMERCIAL,IN,AGL,TAKEOFF RUN,0
2011,1,COMMERCIAL,WA,ANM,LANDING ROLL,0
2011,1,COMMERCIAL,TX,ASW,CLIMB,0
2011,1,COMMERCIAL,CO,ANM,LANDING ROLL,0
2011,1,COMMERCIAL,CO,ANM,LANDING ROLL,0
2011,1,COMMERCIAL,FL,ASO,APPROACH,1
2011,1,COMMERCIAL,CO,ANM,DEPARTURE,0
2011,1,COMMERCIAL,OH,AGL,APPROACH,0
2011,1,COMMERCIAL,CO,ANM,CLIMB,0
2011,1,COMMERCIAL,CA,AWP,CLIMB,1
2011,1,COMMERCIAL,CO,ANM,LANDING ROLL,0
2011,1,BUSINESS,FL,ASO,APPROACH,1
